317,8213,114
318,8213,6209
319,8213,28487
320,8224,85688
321,8581,69198
322,8581,135464
323,8591,8594
324,8687,155158
325,8699,3231
326,8699,5966
327,8699,10796
328,8703,4649
329,8703,10435
330,8703,10798
331,8703,85688
332,8766,1213
333,8821,3231
334,8821,66594
335,8821,66596
336,8832,3220
337,8865,35
338,8875,6209
339,8875,8865
340,8875,8872
341,8875,8874
342,8875,12576
343,9513,9515
344,9513,15429
345,9513,77515
346,9513,102879
347,9513,102884
348,9515,10177
349,9515,15429
350,9581,31489
351,9586,78511
352,9586,78552
353,9586,78557
354,9708,6741
355,10169,10177
356,10169,15429
357,10169,158614
358,10177,15429
359,10183,10798
360,10186,2354
361,10186,10174
362,10186,10183
363,10186,74749
364,10186,137790
365,10430,10183
366,10435,22563
367,10435,22564
368,10435,22566
369,10531,31353
370,10793,6238
371,10796,887
372,10796,6213
373,10796,10798
374,10981,6184
375,11093,4330
376,11325,11335
377,11325,23738
378,11326,11339
379,11339,11326
380,11342,8224
381,11342,23738
382,11342,79809
383,12155,20602
384,12158,12198
385,12158,12350
386,12158,20601
387,12158,20602
388,12165,12182
389,12165,12195
390,12165,12211
391,12165,12238
392,12182,4804
393,12182,12210
394,12182,28649
395,12195,12350
396,12195,51180
397,12195,67415
398,12197,10177
399,12197,15429
400,12198,10177
401,12198,12350
402,12198,27612
403,12199,12158
404,12199,12198
405,12199,20601
406,12199,20602
407,12210,4804
408,12210,10177
409,12210,12350
410,12211,6125
411,12211,12182
412,12247,12199
413,12247,20601
414,12247,20602
415,12247,219239
416,12275,233106
417,12330,2702
418,12347,16485
419,12350,15429
420,12350,51180
421,12359,8617
422,12359,16476
423,12439,910
424,12439,22563
425,12439,36140
426,12558,15670
427,12576,35
428,12576,887
429,12576,6213
430,12576,83725
431,12631,6898
432,12638,12631
433,12946,910
434,12946,4330
435,12960,19231
436,12960,30934
437,12960,33325
438,12960,116021
439,13024,58268
440,13024,137956
441,13136,910
442,13193,6213
443,13193,28350
444,13193,28489
445,13208,13205
446,13208,13212
447,13269,50336
448,13269,50337
449,13652,80656
450,13654,13652
451,13654,80656
452,13656,13652
453,13656,13658
454,13656,80656
455,13686,6184
456,13686,22563
457,13686,27535
458,13686,40135
459,13717,23507
460,13717,63931
461,13885,4584
462,13885,90888
463,13917,4584
464,13917,13885
465,13960,130
466,13960,1481
467,13960,6213
468,13960,6214
469,13960,13966
470,13982,34979
471,14083,62676
472,14429,14428
473,14429,14430
474,14429,73119
475,14431,14428
476,14431,14429
477,14431,14430
478,14431,73119
479,14545,51934
480,14549,7047
481,14549,14545
482,14549,31479
483,14807,50354
484,14807,123556
485,15076,24043
486,15076,32276
487,15429,10177
488,15670,35
489,15889,3085
490,15892,15889
491,16451,12337
492,16451,12347
493,16451,12350
494,16451,12359
495,16461,3229
496,16461,43186
497,16470,12337
498,16470,16437
499,16471,16474
500,16474,12337
501,16474,16437
502,16474,16471
503,16474,16476
504,16819,642621
505,16819,643221
506,16819,643239
507,16843,126793
508,17208,6213
509,17208,13193
510,17208,17201
511,17208,36131
512,17242,137849
513,17476,117
514,17476,887
515,17476,6385
516,17476,13269
517,17477,54129
518,17798,10169
519,18251,23258
520,18532,86923
521,18582,35
522,18582,8875
523,18582,84021
524,18615,1272
525,18615,2440
526,18615,4660
527,18615,6935
528,18615,18619
529,18619,10798
530,18619,19231
531,18619,27627
532,18774,18777
533,18774,73146
534,18785,18781
535,18833,18832
536,18833,18834
537,18834,56709
538,18834,86359
539,19045,887
540,19045,195792
541,19621,853114
542,19621,853115
543,19621,853116
544,19697,24966
545,20178,20179
546,20178,91852
547,20178,91853
548,20180,940
549,20180,941
550,20193,10798
551,20526,128
552,20526,6169
553,20526,6213
554,20526,28227
555,20528,27631
556,20528,36162
557,20528,36167
558,20534,6163
559,20534,6213
560,20534,13972
561,20592,20584
562,20592,31479
563,20593,1272
564,20593,20584
565,20593,20592
566,20601,12350
567,20601,20602
568,20602,12350
569,20602,20601
570,20833,6318
571,20833,11335
572,20850,3231
573,20850,3232
574,20850,6334
575,20850,10169
576,20857,6923
577,20920,18811
578,20920,18812
579,20920,18815
580,20924,20923
581,20924,289885
582,20924,294030
583,20942,3232
584,20942,10796
585,20972,887
586,20972,35863
587,22229,35061
588,22229,144701
589,22241,22229
590,22431,8224
591,22431,75121
592,22563,8224
593,22563,23738
594,22563,36140
595,22564,22563
596,22566,10435
597,22566,22563
598,22566,22564
599,22835,1365
600,22869,83449
601,22874,83449
602,22874,218682
603,22876,22869
604,22876,22874
605,22876,22875
606,22876,22883
607,22883,34961
608,22883,51866
609,22883,51879
610,23069,74700
611,23069,134315
612,23069,134320
613,23070,23069
614,23070,65074
615,23070,74698
616,23070,87915
617,23070,137130
618,23116,24966
619,23116,27627
620,23116,65212
621,23116,253762
622,23258,114
623,23258,6214
624,23258,28485
625,23258,85299
626,23258,136665
627,23448,1365
628,23448,19621
629,23448,123825
630,23502,1365
631,23502,3229
632,23502,23507
633,23502,330148
634,23507,1365
635,23507,10981
636,23507,23502
637,23507,152731
638,23545,27230
639,23546,2440
640,23738,8224
641,23738,27895
642,23774,6213
643,23774,20534
644,25181,3229
645,25181,59798
646,25184,3229
647,25184,3231
648,25184,25181
649,25184,27174
650,25413,11148
651,25413,232605
652,25413,232606
653,25702,15076
654,25772,77758
655,25772,116528
656,25794,50838
657,25805,4804
658,25805,20601
659,25805,124734
660,25805,166989
661,26850,1365
662,27174,3229
663,27174,25181
664,27174,59798
665,27199,12194
666,27199,42209
667,27199,42221
668,27230,1272
669,27230,2440
670,27230,23546
671,27249,23738
672,27249,36140
673,27249,46468
674,27250,2654
675,27250,8079
676,27250,23738
677,27250,45052
678,27510,35
679,27510,103482
680,27514,103482
681,27531,27530
682,27531,27543
683,27535,8703
684,27535,51866
685,27606,10177
686,27612,6125
687,27612,12198
688,27612,12350
689,27627,24966
690,27631,3229
691,27631,6184
692,27631,6214
693,27631,28412
694,27631,70520
695,27632,27623
696,27632,27627
697,28026,5062
698,28026,5064
699,28202,117
700,28202,6163
701,28202,6213
702,28202,25791
703,28227,114
704,28227,6213
705,28227,28350
706,28254,4329
707,28254,27623
708,28254,27627
709,28254,27631
710,28254,27632
711,28265,940
712,28265,941
713,28278,117
714,28278,910
715,28278,4584
716,28278,6213
717,28278,6214
718,28287,114
719,28287,4584
720,28287,28290
721,28287,56708
722,28287,56709
723,28290,35
724,28290,12576
725,28336,54129
726,28336,108047
727,28336,117315
728,28350,114
729,28350,6213
730,28359,35863
731,28387,114
732,28387,117
733,28387,6196
734,28387,6224
735,28447,6214
736,28447,22886
737,28447,73323
738,28447,95642
739,28456,887
740,28456,17476
741,28456,57119
742,28456,61069
743,28456,101263
744,28471,114
745,28471,117
746,28471,6213
747,28471,89547
748,28473,6378
749,28473,6385
750,28485,114
751,28485,6209
752,28485,6213
753,28632,12182
754,28640,12182
755,28641,2653
756,28641,6125
757,28641,12182
758,28641,28640
759,28674,9716
760,28851,35
761,28964,18770
762,28964,28957
763,29708,29492
764,29723,35905
765,29723,300806
766,30895,1272
767,30895,3243
768,30895,8224
769,30895,10796
770,30895,59798
771,30901,1272
772,30901,3243
773,30901,11339
774,30901,30895
775,30901,368431
776,30934,19231
777,30973,3085
778,30973,20193
779,31043,910
780,31043,13885
781,31043,34961
782,31097,10796
783,31336,10531
784,31336,31353
785,31349,10531
786,31349,31336
787,31349,31353
788,31349,43698
789,31353,10531
790,31489,633081
791,31769,3229
792,31769,32083
793,31769,67245
794,31769,67246
795,31863,79809
796,31863,91581
797,31927,31353
798,31927,194609
799,31927,563613
800,31932,3243
801,31932,31927
802,31932,194617
803,31932,215912
804,32260,28632
805,32260,62274
806,32688,4330
807,32698,4335
808,32698,19697
809,32698,95718
810,32698,95719
811,32872,117
812,32872,17201
813,32872,17208
814,33013,117
815,33013,17476
816,33013,18777
817,33303,3084
818,33303,5600
819,33303,33301
820,33303,255233
821,33412,3229
822,33818,9586
823,33818,33823
824,33818,78552
825,33818,78555
826,33818,78557
827,33895,58758
828,33904,35
829,33904,33895
830,33904,503893
831,33907,35
832,33907,14062
833,33907,97390
834,33907,97645
835,34082,14428
836,34082,14429
837,34082,14430
838,34257,74427
839,34263,34257
840,34263,34266
841,34263,90655
842,34263,213246
843,34266,34257
844,34266,45533
845,34266,74427
846,34266,87482
847,34315,24974
848,34355,906
849,34355,910
850,34708,33412
851,34961,27535
852,34961,51866
853,34979,13982
854,35061,35
855,35061,32083
856,35061,141342
857,35070,3218
858,35070,11335
859,35335,59772
860,35343,3229
861,35343,27174
862,35343,35335
863,35490,887
864,35778,73146
865,35797,1786
866,35797,4330
867,35797,6784
868,35797,36140
869,35854,15429
870,35854,15431
871,35863,3229
872,35863,6213
873,35863,28359
874,35905,910
875,35905,29723
876,35922,3229
877,35922,4335
878,35922,28957
879,35922,50336
880,36140,22563
881,36145,8617
882,36145,8619
883,36167,288
884,36167,4584
885,36167,70520
886,36620,3220
887,36620,3240
888,36620,10531
889,36620,39130
890,36802,189566
891,37483,64519
892,37541,46491
893,37541,137380
894,37884,4330
895,37884,6814
896,37884,6818
897,37888,36802
898,37888,77438
899,37998,13717
900,38000,8687
901,38000,13717
902,38000,63915
903,38205,35
904,38205,887
905,38205,210871
906,38480,114
907,38480,117
908,38480,6209
909,38480,6213
910,38480,6214
911,38722,12195
912,38722,67415
913,38829,20178
914,38829,64271
915,38829,117328
916,38839,1959
917,38839,22386
918,38839,310530
919,38845,936
920,38845,22386
921,38845,38846
922,38845,74975
923,38846,22386
924,38846,74975
925,39124,3220
926,39124,3231
927,39124,8079
928,39126,1999
929,39126,3231
930,39126,10169
931,39126,31483
932,39126,39165
933,39130,3240
934,39130,97377
935,39131,10169
936,39131,17798
937,39131,39130
938,39165,31479
939,39165,31483
940,39165,92589
941,39165,162664
942,39199,11093
943,39199,32276
944,39199,52515
945,39210,39199
946,39210,66982
947,39210,66986
948,39210,66990
949,39403,114
950,39403,117
951,39403,128
952,39403,130
953,39474,1688
954,39474,1694
955,39474,307015
956,39890,51049
957,39904,1365
958,39904,22835
959,40124,19697
960,40124,23116
961,40124,24966
962,40124,145176
963,40125,24974
964,40125,34315
965,40125,131042
966,40125,141596
967,40131,202639
968,40151,2354
969,40583,31489
970,40583,40605
971,40583,632874
972,40605,31489
973,40605,633081
974,40605,633585
975,40922,3220
976,41216,62417
977,41417,10435
978,41666,15429
979,41666,23116
980,41714,35
981,41714,44455
982,41732,35852
983,42207,1246
984,42207,20601
985,42207,20602
986,42207,95225
987,42209,42221
988,42847,910
989,42847,13885
990,42847,19621
991,42847,123825
992,43639,2665
993,43698,10531
994,43698,31353
995,44017,11339
996,44368,35
997,44368,1688
998,44368,14062
999,44455,41714
